Date,vertical,language,tickets
2026-04-12,Hospitality,French,38
2026-04-12,Hospitality,German,44
2026-04-12,Hospitality,Italian,34
2026-04-12,Hospitality,Portuguese,8
2026-04-12,Hospitality,Spanish,59
2026-04-12,Partners,English,113
2026-04-12,Partners,French,13
2026-04-12,Partners,German,15
2026-04-12,Partners,Italian,12
2026-04-12,Partners,Portuguese,3
2026-04-12,Partners,Spanish,20
2026-04-12,Payments,English,71
2026-04-12,Payments,French,8
2026-04-12,Payments,German,10
2026-04-12,Payments,Italian,7
2026-04-12,Payments,Portuguese,2
2026-04-12,Payments,Spanish,13
2026-04-13,Hospitality,English,1552
2026-04-13,Hospitality,French,179
2026-04-13,Hospitality,German,207
2026-04-13,Hospitality,Italian,161
2026-04-13,Hospitality,Portuguese,39
2026-04-13,Hospitality,Spanish,274
2026-04-13,Partners,English,2136
2026-04-13,Partners,French,246
2026-04-13,Partners,German,285
2026-04-13,Partners,Italian,221
2026-04-13,Partners,Portuguese,54
2026-04-13,Partners,Spanish,377
2026-04-13,Payments,English,340
2026-04-13,Payments,French,39
2026-04-13,Payments,German,46
2026-04-13,Payments,Italian,35
2026-04-13,Payments,Portuguese,9
2026-04-13,Payments,Spanish,60
2026-04-14,Hospitality,English,1576
2026-04-14,Hospitality,French,181
2026-04-14,Hospitality,German,211
2026-04-14,Hospitality,Italian,163
2026-04-14,Hospitality,Portuguese,40
2026-04-14,Hospitality,Spanish,278
2026-04-14,Partners,English,2022
2026-04-14,Partners,French,233
2026-04-14,Partners,German,270
2026-04-14,Partners,Italian,209
2026-04-14,Partners,Portuguese,51
2026-04-14,Partners,Spanish,357
2026-04-14,Payments,English,364
2026-04-14,Payments,French,42
2026-04-14,Payments,German,49
2026-04-14,Payments,Italian,38
2026-04-14,Payments,Portuguese,9
2026-04-14,Payments,Spanish,64
2026-04-15,Hospitality,English,1593
2026-04-15,Hospitality,French,184
2026-04-15,Hospitality,German,213
2026-04-15,Hospitality,Italian,165
2026-04-15,Hospitality,Portuguese,40
2026-04-15,Hospitality,Spanish,281
2026-04-15,Partners,English,1970
2026-04-15,Partners,French,227
2026-04-15,Partners,German,263
2026-04-15,Partners,Italian,204
2026-04-15,Partners,Portuguese,50
2026-04-15,Partners,Spanish,348
2026-04-15,Payments,English,384
2026-04-15,Payments,French,44
2026-04-15,Payments,German,51
2026-04-15,Payments,Italian,40
2026-04-15,Payments,Portuguese,10
2026-04-15,Payments,Spanish,68
2026-04-16,Hospitality,English,1527
2026-04-16,Hospitality,French,176
2026-04-16,Hospitality,German,204
2026-04-16,Hospitality,Italian,158
2026-04-16,Hospitality,Portuguese,39
2026-04-16,Hospitality,Spanish,269
2026-04-16,Partners,English,1970
2026-04-16,Partners,French,227
2026-04-16,Partners,German,263
2026-04-16,Partners,Italian,204
2026-04-16,Partners,Portuguese,50
2026-04-16,Partners,Spanish,347
2026-04-16,Payments,English,373
2026-04-16,Payments,French,43
2026-04-16,Payments,German,50
2026-04-16,Payments,Italian,39
2026-04-16,Payments,Portuguese,9
2026-04-16,Payments,Spanish,66
2026-04-17,Hospitality,English,1317
2026-04-17,Hospitality,French,152
2026-04-17,Hospitality,German,176
2026-04-17,Hospitality,Italian,136
2026-04-17,Hospitality,Portuguese,33
2026-04-17,Hospitality,Spanish,232
2026-04-17,Partners,English,1887
2026-04-17,Partners,French,217
2026-04-17,Partners,German,252
2026-04-17,Partners,Italian,196
2026-04-17,Partners,Portuguese,47
2026-04-17,Partners,Spanish,333
2026-04-17,Payments,English,342
2026-04-17,Payments,French,39
2026-04-17,Payments,German,46
2026-04-17,Payments,Italian,36
2026-04-17,Payments,Portuguese,9
2026-04-17,Payments,Spanish,60
2026-04-18,Hospitality,English,349
2026-04-18,Hospitality,French,40
2026-04-18,Hospitality,German,47
2026-04-18,Hospitality,Italian,36
2026-04-18,Hospitality,Portuguese,9
2026-04-18,Hospitality,Spanish,62
2026-04-18,Partners,English,387
2026-04-18,Partners,French,45
2026-04-18,Partners,German,52
2026-04-18,Partners,Italian,40
2026-04-18,Partners,Portuguese,10
2026-04-18,Partners,Spanish,68
2026-04-18,Payments,English,112
2026-04-18,Payments,French,13
2026-04-18,Payments,German,15
2026-04-18,Payments,Italian,11
2026-04-18,Payments,Portuguese,3
2026-04-18,Payments,Spanish,20
2026-04-19,Hospitality,English,305
2026-04-19,Hospitality,French,35
2026-04-19,Hospitality,German,41
2026-04-19,Hospitality,Italian,32
2026-04-19,Hospitality,Portuguese,8
2026-04-19,Hospitality,Spanish,54
2026-04-19,Partners,English,124
2026-04-19,Partners,French,14
2026-04-19,Partners,German,16
2026-04-19,Partners,Italian,13
2026-04-19,Partners,Portuguese,3
2026-04-19,Partners,Spanish,22
2026-04-19,Payments,English,75
2026-04-19,Payments,French,9
2026-04-19,Payments,German,10
2026-04-19,Payments,Italian,8
2026-04-19,Payments,Portuguese,2
2026-04-19,Payments,Spanish,13
2026-04-20,Hospitality,English,1449
2026-04-20,Hospitality,French,167
2026-04-20,Hospitality,German,194
2026-04-20,Hospitality,Italian,150
2026-04-20,Hospitality,Portuguese,36
2026-04-20,Hospitality,Spanish,256
2026-04-20,Partners,English,2341
2026-04-20,Partners,French,269
2026-04-20,Partners,German,313
2026-04-20,Partners,Italian,243
2026-04-20,Partners,Portuguese,59
2026-04-20,Partners,Spanish,413
2026-04-20,Payments,English,353
2026-04-20,Payments,French,41
2026-04-20,Payments,German,47
2026-04-20,Payments,Italian,36
2026-04-20,Payments,Portuguese,9
2026-04-20,Payments,Spanish,62
2026-04-21,Hospitality,English,1487
2026-04-21,Hospitality,French,171
2026-04-21,Hospitality,German,199
2026-04-21,Hospitality,Italian,154
2026-04-21,Hospitality,Portuguese,38
2026-04-21,Hospitality,Spanish,262
2026-04-21,Partners,English,2226
2026-04-21,Partners,French,256
2026-04-21,Partners,German,298
2026-04-21,Partners,Italian,231
2026-04-21,Partners,Portuguese,56
2026-04-21,Partners,Spanish,393
2026-04-21,Payments,English,373
2026-04-21,Payments,French,43
2026-04-21,Payments,German,50
2026-04-21,Payments,Italian,39
2026-04-21,Payments,Portuguese,9
2026-04-21,Payments,Spanish,66
2026-04-22,Hospitality,English,1521
2026-04-22,Hospitality,French,175
2026-04-22,Hospitality,German,203
2026-04-22,Hospitality,Italian,158
2026-04-22,Hospitality,Portuguese,38
2026-04-22,Hospitality,Spanish,268
2026-04-22,Partners,English,2174
2026-04-22,Partners,French,250
2026-04-22,Partners,German,291
2026-04-22,Partners,Italian,225
2026-04-22,Partners,Portuguese,55
2026-04-22,Partners,Spanish,383
2026-04-22,Payments,English,390
2026-04-22,Payments,French,45
2026-04-22,Payments,German,52
2026-04-22,Payments,Italian,40
2026-04-22,Payments,Portuguese,10
2026-04-22,Payments,Spanish,69
2026-04-23,Hospitality,English,1475
2026-04-23,Hospitality,French,170
2026-04-23,Hospitality,German,197
2026-04-23,Hospitality,Italian,153
2026-04-23,Hospitality,Portuguese,37
2026-04-23,Hospitality,Spanish,260
2026-04-23,Partners,English,2172
2026-04-23,Partners,French,250
2026-04-23,Partners,German,290
2026-04-23,Partners,Italian,225
2026-04-23,Partners,Portuguese,55
2026-04-23,Partners,Spanish,383
2026-04-23,Payments,English,376
2026-04-23,Payments,French,43
2026-04-23,Payments,German,50
2026-04-23,Payments,Italian,39
2026-04-23,Payments,Portuguese,10
2026-04-23,Payments,Spanish,66
2026-04-24,Hospitality,English,1288
2026-04-24,Hospitality,French,148
2026-04-24,Hospitality,German,172
2026-04-24,Hospitality,Italian,134
2026-04-24,Hospitality,Portuguese,32
2026-04-24,Hospitality,Spanish,227
2026-04-24,Partners,English,2073
2026-04-24,Partners,French,239
2026-04-24,Partners,German,277
2026-04-24,Partners,Italian,215
2026-04-24,Partners,Portuguese,52
2026-04-24,Partners,Spanish,366
2026-04-24,Payments,English,342
2026-04-24,Payments,French,39
2026-04-24,Payments,German,46
2026-04-24,Payments,Italian,36
2026-04-24,Payments,Portuguese,9
2026-04-24,Payments,Spanish,60
2026-04-25,Hospitality,English,429
2026-04-25,Hospitality,French,49
2026-04-25,Hospitality,German,57
2026-04-25,Hospitality,Italian,45
2026-04-25,Hospitality,Portuguese,11
2026-04-25,Hospitality,Spanish,76
2026-04-25,Partners,English,465
2026-04-25,Partners,French,53
2026-04-25,Partners,German,62
2026-04-25,Partners,Italian,48
2026-04-25,Partners,Portuguese,12
2026-04-25,Partners,Spanish,82
2026-04-25,Payments,English,100
2026-04-25,Payments,French,12
2026-04-25,Payments,German,13
2026-04-25,Payments,Italian,10
2026-04-25,Payments,Portuguese,3
2026-04-25,Payments,Spanish,18
2026-04-26,Hospitality,English,306
2026-04-26,Hospitality,French,35
2026-04-26,Hospitality,German,41
2026-04-26,Hospitality,Italian,32
2026-04-26,Hospitality,Portuguese,8
2026-04-26,Hospitality,Spanish,54
2026-04-26,Partners,English,134
2026-04-26,Partners,French,15
2026-04-26,Partners,German,18
2026-04-26,Partners,Italian,14
2026-04-26,Partners,Portuguese,3
2026-04-26,Partners,Spanish,24
2026-04-26,Payments,English,75
2026-04-26,Payments,French,8
2026-04-26,Payments,German,10
2026-04-26,Payments,Italian,8
2026-04-26,Payments,Portuguese,2
2026-04-26,Payments,Spanish,13
2026-04-27,Hospitality,English,1472
2026-04-27,Hospitality,French,169
2026-04-27,Hospitality,German,197
2026-04-27,Hospitality,Italian,152
2026-04-27,Hospitality,Portuguese,37
2026-04-27,Hospitality,Spanish,260
2026-04-27,Partners,English,2510
2026-04-27,Partners,French,289
2026-04-27,Partners,German,336
2026-04-27,Partners,Italian,260
2026-04-27,Partners,Portuguese,63
2026-04-27,Partners,Spanish,443
2026-04-27,Payments,English,349
2026-04-27,Payments,French,40
2026-04-27,Payments,German,47
2026-04-27,Payments,Italian,36
2026-04-27,Payments,Portuguese,9
2026-04-27,Payments,Spanish,62
2026-04-28,Hospitality,English,1528
2026-04-28,Hospitality,French,176
2026-04-28,Hospitality,German,204
2026-04-28,Hospitality,Italian,158
2026-04-28,Hospitality,Portuguese,39
2026-04-28,Hospitality,Spanish,270
2026-04-28,Partners,English,2360
2026-04-28,Partners,French,272
2026-04-28,Partners,German,315
2026-04-28,Partners,Italian,245
2026-04-28,Partners,Portuguese,59
2026-04-28,Partners,Spanish,416
2026-04-28,Payments,English,370
2026-04-28,Payments,French,43
2026-04-28,Payments,German,49
2026-04-28,Payments,Italian,38
2026-04-28,Payments,Portuguese,9
2026-04-28,Payments,Spanish,65
2026-04-29,Hospitality,English,1581
2026-04-29,Hospitality,French,182
2026-04-29,Hospitality,German,211
2026-04-29,Hospitality,Italian,164
2026-04-29,Hospitality,Portuguese,40
2026-04-29,Hospitality,Spanish,279
2026-04-29,Partners,English,2274
2026-04-29,Partners,French,262
2026-04-29,Partners,German,304
2026-04-29,Partners,Italian,236
2026-04-29,Partners,Portuguese,57
2026-04-29,Partners,Spanish,401
2026-04-29,Payments,English,387
2026-04-29,Payments,French,44
2026-04-29,Payments,German,52
2026-04-29,Payments,Italian,40
2026-04-29,Payments,Portuguese,10
2026-04-29,Payments,Spanish,68
2026-04-30,Hospitality,English,1436
2026-04-30,Hospitality,French,166
2026-04-30,Hospitality,German,192
2026-04-30,Hospitality,Italian,149
2026-04-30,Hospitality,Portuguese,36
2026-04-30,Hospitality,Spanish,253
2026-04-30,Partners,English,2676
2026-04-30,Partners,French,308
2026-04-30,Partners,German,358
2026-04-30,Partners,Italian,278
2026-04-30,Partners,Portuguese,67
2026-04-30,Partners,Spanish,472
2026-04-30,Payments,English,441
2026-04-30,Payments,French,51
2026-04-30,Payments,German,59
2026-04-30,Payments,Italian,46
2026-04-30,Payments,Portuguese,11
2026-04-30,Payments,Spanish,78
2026-05-01,Hospitality,English,482
2026-05-01,Hospitality,French,56
2026-05-01,Hospitality,German,64
2026-05-01,Hospitality,Italian,50
2026-05-01,Hospitality,Portuguese,12
2026-05-01,Hospitality,Spanish,85
2026-05-01,Partners,English,2043
2026-05-01,Partners,French,235
2026-05-01,Partners,German,273
2026-05-01,Partners,Italian,212
2026-05-01,Partners,Portuguese,52
2026-05-01,Partners,Spanish,360
2026-05-01,Payments,English,176
2026-05-01,Payments,French,20
2026-05-01,Payments,German,24
2026-05-01,Payments,Italian,18
2026-05-01,Payments,Portuguese,5
2026-05-01,Payments,Spanish,31
2026-05-02,Hospitality,English,371
2026-05-02,Hospitality,French,43
2026-05-02,Hospitality,German,50
2026-05-02,Hospitality,Italian,38
2026-05-02,Hospitality,Portuguese,9
2026-05-02,Hospitality,Spanish,65
2026-05-02,Partners,English,423
2026-05-02,Partners,French,49
2026-05-02,Partners,German,56
2026-05-02,Partners,Italian,44
2026-05-02,Partners,Portuguese,11
2026-05-02,Partners,Spanish,75
2026-05-02,Payments,English,112
2026-05-02,Payments,French,13
2026-05-02,Payments,German,15
2026-05-02,Payments,Italian,11
2026-05-02,Payments,Portuguese,3
2026-05-02,Payments,Spanish,20
2026-05-03,Hospitality,English,331
2026-05-03,Hospitality,French,38
2026-05-03,Hospitality,German,44
2026-05-03,Hospitality,Italian,34
2026-05-03,Hospitality,Portuguese,8
2026-05-03,Hospitality,Spanish,59
2026-05-03,Partners,English,132
2026-05-03,Partners,French,15
2026-05-03,Partners,German,18
2026-05-03,Partners,Italian,14
2026-05-03,Partners,Portuguese,3
2026-05-03,Partners,Spanish,23
2026-05-03,Payments,English,75
2026-05-03,Payments,French,9
2026-05-03,Payments,German,10
2026-05-03,Payments,Italian,8
2026-05-03,Payments,Portuguese,2
2026-05-03,Payments,Spanish,13
2026-05-04,Hospitality,English,1598
2026-05-04,Hospitality,French,184
2026-05-04,Hospitality,German,214
2026-05-04,Hospitality,Italian,166
2026-05-04,Hospitality,Portuguese,40
2026-05-04,Hospitality,Spanish,282
2026-05-04,Partners,English,2438
2026-05-04,Partners,French,281
2026-05-04,Partners,German,326
2026-05-04,Partners,Italian,253
2026-05-04,Partners,Portuguese,61
2026-05-04,Partners,Spanish,430
2026-05-04,Payments,English,354
2026-05-04,Payments,French,41
2026-05-04,Payments,German,47
2026-05-04,Payments,Italian,37
2026-05-04,Payments,Portuguese,9
2026-05-04,Payments,Spanish,62
2026-05-05,Hospitality,English,1669
2026-05-05,Hospitality,French,192
2026-05-05,Hospitality,German,223
2026-05-05,Hospitality,Italian,173
2026-05-05,Hospitality,Portuguese,42
2026-05-05,Hospitality,Spanish,295
2026-05-05,Partners,English,2259
2026-05-05,Partners,French,260
2026-05-05,Partners,German,302
2026-05-05,Partners,Italian,234
2026-05-05,Partners,Portuguese,57
2026-05-05,Partners,Spanish,399
2026-05-05,Payments,English,377
2026-05-05,Payments,French,43
2026-05-05,Payments,German,50
2026-05-05,Payments,Italian,39
2026-05-05,Payments,Portuguese,10
2026-05-05,Payments,Spanish,66
2026-05-06,Hospitality,English,1733
2026-05-06,Hospitality,French,199
2026-05-06,Hospitality,German,232
2026-05-06,Hospitality,Italian,180
2026-05-06,Hospitality,Portuguese,44
2026-05-06,Hospitality,Spanish,306
2026-05-06,Partners,English,2149
2026-05-06,Partners,French,247
2026-05-06,Partners,German,287
2026-05-06,Partners,Italian,223
2026-05-06,Partners,Portuguese,54
2026-05-06,Partners,Spanish,379
2026-05-06,Payments,English,396
2026-05-06,Payments,French,45
2026-05-06,Payments,German,53
2026-05-06,Payments,Italian,41
2026-05-06,Payments,Portuguese,10
2026-05-06,Payments,Spanish,70
2026-05-07,Hospitality,English,1704
2026-05-07,Hospitality,French,196
2026-05-07,Hospitality,German,228
2026-05-07,Hospitality,Italian,177
2026-05-07,Hospitality,Portuguese,43
2026-05-07,Hospitality,Spanish,301
2026-05-07,Partners,English,2091
2026-05-07,Partners,French,241
2026-05-07,Partners,German,279
2026-05-07,Partners,Italian,217
2026-05-07,Partners,Portuguese,52
2026-05-07,Partners,Spanish,369
2026-05-07,Payments,English,384
2026-05-07,Payments,French,44
2026-05-07,Payments,German,51
2026-05-07,Payments,Italian,40
2026-05-07,Payments,Portuguese,10
2026-05-07,Payments,Spanish,68
2026-05-08,Hospitality,English,1505
2026-05-08,Hospitality,French,173
2026-05-08,Hospitality,German,201
2026-05-08,Hospitality,Italian,156
2026-05-08,Hospitality,Portuguese,38
2026-05-08,Hospitality,Spanish,266
2026-05-08,Partners,English,1945
2026-05-08,Partners,French,224
2026-05-08,Partners,German,260
2026-05-08,Partners,Italian,202
2026-05-08,Partners,Portuguese,49
2026-05-08,Partners,Spanish,343
2026-05-08,Payments,English,353
2026-05-08,Payments,French,41
2026-05-08,Payments,German,47
2026-05-08,Payments,Italian,36
2026-05-08,Payments,Portuguese,9
2026-05-08,Payments,Spanish,62
2026-05-09,Hospitality,English,409
2026-05-09,Hospitality,French,47
2026-05-09,Hospitality,German,55
2026-05-09,Hospitality,Italian,42
2026-05-09,Hospitality,Portuguese,10
2026-05-09,Hospitality,Spanish,72
2026-05-09,Partners,English,387
2026-05-09,Partners,French,45
2026-05-09,Partners,German,52
2026-05-09,Partners,Italian,40
2026-05-09,Partners,Portuguese,10
2026-05-09,Partners,Spanish,68
2026-05-09,Payments,English,116
2026-05-09,Payments,French,13
2026-05-09,Payments,German,16
2026-05-09,Payments,Italian,12
2026-05-09,Payments,Portuguese,3
2026-05-09,Payments,Spanish,20
2026-05-10,Hospitality,English,364
2026-05-10,Hospitality,French,42
2026-05-10,Hospitality,German,49
2026-05-10,Hospitality,Italian,38
2026-05-10,Hospitality,Portuguese,9
2026-05-10,Hospitality,Spanish,64
2026-05-10,Partners,English,120
2026-05-10,Partners,French,14
2026-05-10,Partners,German,16
2026-05-10,Partners,Italian,12
2026-05-10,Partners,Portuguese,3
2026-05-10,Partners,Spanish,21
2026-05-10,Payments,English,78
2026-05-10,Payments,French,9
2026-05-10,Payments,German,10
2026-05-10,Payments,Italian,8
2026-05-10,Payments,Portuguese,2
2026-05-10,Payments,Spanish,14
2026-05-11,Hospitality,English,1756
2026-05-11,Hospitality,French,202
2026-05-11,Hospitality,German,235
2026-05-11,Hospitality,Italian,182
2026-05-11,Hospitality,Portuguese,44
2026-05-11,Hospitality,Spanish,310
2026-05-11,Partners,English,2200
2026-05-11,Partners,French,253
2026-05-11,Partners,German,294
2026-05-11,Partners,Italian,228
2026-05-11,Partners,Portuguese,55
2026-05-11,Partners,Spanish,388
2026-05-11,Payments,English,366
2026-05-11,Payments,French,42
2026-05-11,Payments,German,49
2026-05-11,Payments,Italian,38
2026-05-11,Payments,Portuguese,9
2026-05-11,Payments,Spanish,65
2026-05-12,Hospitality,English,1828
2026-05-12,Hospitality,French,211
2026-05-12,Hospitality,German,244
2026-05-12,Hospitality,Italian,190
2026-05-12,Hospitality,Portuguese,46
2026-05-12,Hospitality,Spanish,322
2026-05-12,Partners,English,2030
2026-05-12,Partners,French,234
2026-05-12,Partners,German,271
2026-05-12,Partners,Italian,210
2026-05-12,Partners,Portuguese,51
2026-05-12,Partners,Spanish,358
2026-05-12,Payments,English,389
2026-05-12,Payments,French,45
2026-05-12,Payments,German,52
2026-05-12,Payments,Italian,40
2026-05-12,Payments,Portuguese,10
2026-05-12,Payments,Spanish,69
2026-05-13,Hospitality,English,1891
2026-05-13,Hospitality,French,218
2026-05-13,Hospitality,German,253
2026-05-13,Hospitality,Italian,196
2026-05-13,Hospitality,Portuguese,48
2026-05-13,Hospitality,Spanish,333
2026-05-13,Partners,English,1925
2026-05-13,Partners,French,222
2026-05-13,Partners,German,257
2026-05-13,Partners,Italian,200
2026-05-13,Partners,Portuguese,48
2026-05-13,Partners,Spanish,339
2026-05-13,Payments,English,407
2026-05-13,Payments,French,47
2026-05-13,Payments,German,55
2026-05-13,Payments,Italian,42
2026-05-13,Payments,Portuguese,10
2026-05-13,Payments,Spanish,72
2026-05-14,Hospitality,English,1851
2026-05-14,Hospitality,French,213
2026-05-14,Hospitality,German,247
2026-05-14,Hospitality,Italian,192
2026-05-14,Hospitality,Portuguese,47
2026-05-14,Hospitality,Spanish,326
2026-05-14,Partners,English,1871
2026-05-14,Partners,French,216
2026-05-14,Partners,German,250
2026-05-14,Partners,Italian,194
2026-05-14,Partners,Portuguese,47
2026-05-14,Partners,Spanish,330
2026-05-14,Payments,English,393
2026-05-14,Payments,French,45
2026-05-14,Payments,German,53
2026-05-14,Payments,Italian,41
2026-05-14,Payments,Portuguese,10
2026-05-14,Payments,Spanish,69
2026-05-15,Hospitality,English,1624
2026-05-15,Hospitality,French,187
2026-05-15,Hospitality,German,217
2026-05-15,Hospitality,Italian,168
2026-05-15,Hospitality,Portuguese,41
2026-05-15,Hospitality,Spanish,287
2026-05-15,Partners,English,1742
2026-05-15,Partners,French,201
2026-05-15,Partners,German,233
2026-05-15,Partners,Italian,181
2026-05-15,Partners,Portuguese,44
2026-05-15,Partners,Spanish,307
2026-05-15,Payments,English,359
2026-05-15,Payments,French,41
2026-05-15,Payments,German,48
2026-05-15,Payments,Italian,37
2026-05-15,Payments,Portuguese,9
2026-05-15,Payments,Spanish,63
2026-05-16,Hospitality,English,438
2026-05-16,Hospitality,French,51
2026-05-16,Hospitality,German,59
2026-05-16,Hospitality,Italian,45
2026-05-16,Hospitality,Portuguese,11
2026-05-16,Hospitality,Spanish,77
2026-05-16,Partners,English,348
2026-05-16,Partners,French,40
2026-05-16,Partners,German,47
2026-05-16,Partners,Italian,36
2026-05-16,Partners,Portuguese,9
2026-05-16,Partners,Spanish,61
2026-05-16,Payments,English,116
2026-05-16,Payments,French,13
2026-05-16,Payments,German,16
2026-05-16,Payments,Italian,12
2026-05-16,Payments,Portuguese,3
2026-05-16,Payments,Spanish,21
2026-05-17,Hospitality,English,387
2026-05-17,Hospitality,French,45
2026-05-17,Hospitality,German,52
2026-05-17,Hospitality,Italian,40
2026-05-17,Hospitality,Portuguese,10
2026-05-17,Hospitality,Spanish,68
2026-05-17,Partners,English,108
2026-05-17,Partners,French,13
2026-05-17,Partners,German,14
2026-05-17,Partners,Italian,11
2026-05-17,Partners,Portuguese,3
2026-05-17,Partners,Spanish,19
2026-05-17,Payments,English,77
2026-05-17,Payments,French,9
2026-05-17,Payments,German,10
2026-05-17,Payments,Italian,8
2026-05-17,Payments,Portuguese,2
2026-05-17,Payments,Spanish,14
2026-05-18,Hospitality,English,1856
2026-05-18,Hospitality,French,214
2026-05-18,Hospitality,German,248
2026-05-18,Hospitality,Italian,192
2026-05-18,Hospitality,Portuguese,47
2026-05-18,Hospitality,Spanish,327
2026-05-18,Partners,English,1993
2026-05-18,Partners,French,229
2026-05-18,Partners,German,266
2026-05-18,Partners,Italian,207
2026-05-18,Partners,Portuguese,50
2026-05-18,Partners,Spanish,352
2026-05-18,Payments,English,360
2026-05-18,Payments,French,42
2026-05-18,Payments,German,48
2026-05-18,Payments,Italian,37
2026-05-18,Payments,Portuguese,9
2026-05-18,Payments,Spanish,64
2026-05-19,Hospitality,English,1917
2026-05-19,Hospitality,French,221
2026-05-19,Hospitality,German,256
2026-05-19,Hospitality,Italian,199
2026-05-19,Hospitality,Portuguese,48
2026-05-19,Hospitality,Spanish,338
2026-05-19,Partners,English,1851
2026-05-19,Partners,French,213
2026-05-19,Partners,German,247
2026-05-19,Partners,Italian,192
2026-05-19,Partners,Portuguese,47
2026-05-19,Partners,Spanish,326
2026-05-19,Payments,English,377
2026-05-19,Payments,French,43
2026-05-19,Payments,German,50
2026-05-19,Payments,Italian,39
2026-05-19,Payments,Portuguese,10
2026-05-19,Payments,Spanish,67
2026-05-20,Hospitality,English,1967
2026-05-20,Hospitality,French,227
2026-05-20,Hospitality,German,263
2026-05-20,Hospitality,Italian,204
2026-05-20,Hospitality,Portuguese,49
2026-05-20,Hospitality,Spanish,347
2026-05-20,Partners,English,1768
2026-05-20,Partners,French,204
2026-05-20,Partners,German,236
2026-05-20,Partners,Italian,183
2026-05-20,Partners,Portuguese,45
2026-05-20,Partners,Spanish,312
2026-05-20,Payments,English,390
2026-05-20,Payments,French,45
2026-05-20,Payments,German,52
2026-05-20,Payments,Italian,40
2026-05-20,Payments,Portuguese,10
2026-05-20,Payments,Spanish,69
2026-05-21,Hospitality,English,1909
2026-05-21,Hospitality,French,220
2026-05-21,Hospitality,German,255
2026-05-21,Hospitality,Italian,198
2026-05-21,Hospitality,Portuguese,48
2026-05-21,Hospitality,Spanish,337
2026-05-21,Partners,English,1733
2026-05-21,Partners,French,199
2026-05-21,Partners,German,232
2026-05-21,Partners,Italian,180
2026-05-21,Partners,Portuguese,44
2026-05-21,Partners,Spanish,306
2026-05-21,Payments,English,371
2026-05-21,Payments,French,43
2026-05-21,Payments,German,50
2026-05-21,Payments,Italian,38
2026-05-21,Payments,Portuguese,9
2026-05-21,Payments,Spanish,65
2026-05-22,Hospitality,English,1663
2026-05-22,Hospitality,French,192
2026-05-22,Hospitality,German,222
2026-05-22,Hospitality,Italian,172
2026-05-22,Hospitality,Portuguese,42
2026-05-22,Hospitality,Spanish,293
2026-05-22,Partners,English,1629
2026-05-22,Partners,French,187
2026-05-22,Partners,German,218
2026-05-22,Partners,Italian,169
2026-05-22,Partners,Portuguese,41
2026-05-22,Partners,Spanish,287
2026-05-22,Payments,English,332
2026-05-22,Payments,French,38
2026-05-22,Payments,German,44
2026-05-22,Payments,Italian,35
2026-05-22,Payments,Portuguese,8
2026-05-22,Payments,Spanish,59
2026-05-23,Hospitality,English,445
2026-05-23,Hospitality,French,51
2026-05-23,Hospitality,German,59
2026-05-23,Hospitality,Italian,46
2026-05-23,Hospitality,Portuguese,11
2026-05-23,Hospitality,Spanish,79
2026-05-23,Partners,English,328
2026-05-23,Partners,French,38
2026-05-23,Partners,German,44
2026-05-23,Partners,Italian,34
2026-05-23,Partners,Portuguese,8
2026-05-23,Partners,Spanish,58
2026-05-23,Payments,English,106
2026-05-23,Payments,French,12
2026-05-23,Payments,German,14
2026-05-23,Payments,Italian,11
2026-05-23,Payments,Portuguese,3
2026-05-23,Payments,Spanish,19
2026-05-24,Hospitality,English,391
2026-05-24,Hospitality,French,45
2026-05-24,Hospitality,German,52
2026-05-24,Hospitality,Italian,40
2026-05-24,Hospitality,Portuguese,10
2026-05-24,Hospitality,Spanish,69
2026-05-24,Partners,English,103
2026-05-24,Partners,French,12
2026-05-24,Partners,German,14
2026-05-24,Partners,Italian,11
2026-05-24,Partners,Portuguese,2
2026-05-24,Partners,Spanish,18
2026-05-24,Payments,English,70
2026-05-24,Payments,French,8
2026-05-24,Payments,German,9
2026-05-24,Payments,Italian,7
2026-05-24,Payments,Portuguese,2
2026-05-24,Payments,Spanish,12
2026-05-25,Hospitality,English,1857
2026-05-25,Hospitality,French,214
2026-05-25,Hospitality,German,248
2026-05-25,Hospitality,Italian,192
2026-05-25,Hospitality,Portuguese,47
2026-05-25,Hospitality,Spanish,328
2026-05-25,Partners,English,1922
2026-05-25,Partners,French,221
2026-05-25,Partners,German,257
2026-05-25,Partners,Italian,199
2026-05-25,Partners,Portuguese,48
2026-05-25,Partners,Spanish,339
2026-05-25,Payments,English,320
2026-05-25,Payments,French,37
2026-05-25,Payments,German,43
2026-05-25,Payments,Italian,33
2026-05-25,Payments,Portuguese,8
2026-05-25,Payments,Spanish,57
2026-05-26,Hospitality,English,1905
2026-05-26,Hospitality,French,219
2026-05-26,Hospitality,German,255
2026-05-26,Hospitality,Italian,198
2026-05-26,Hospitality,Portuguese,48
2026-05-26,Hospitality,Spanish,336
2026-05-26,Partners,English,1803
2026-05-26,Partners,French,208
2026-05-26,Partners,German,241
2026-05-26,Partners,Italian,187
2026-05-26,Partners,Portuguese,45
2026-05-26,Partners,Spanish,318
2026-05-26,Payments,English,332
2026-05-26,Payments,French,38
2026-05-26,Payments,German,44
2026-05-26,Payments,Italian,35
2026-05-26,Payments,Portuguese,8
2026-05-26,Payments,Spanish,59
2026-05-27,Hospitality,English,1943
2026-05-27,Hospitality,French,224
