Date,vertical,language,tickets,agents
2026-04-02,Payments,Spanish,52,2
2026-04-03,Hospitality,English,226,9
2026-04-03,Hospitality,French,26,1
2026-04-03,Hospitality,German,30,1
2026-04-03,Hospitality,Italian,23,1
2026-04-03,Hospitality,Portuguese,6,1
2026-04-03,Hospitality,Spanish,40,2
2026-04-03,Partners,English,51,2
2026-04-03,Partners,French,6,1
2026-04-03,Partners,German,7,1
2026-04-03,Partners,Italian,5,1
2026-04-03,Partners,Portuguese,1,1
2026-04-03,Partners,Spanish,9,1
2026-04-03,Payments,English,133,5
2026-04-03,Payments,French,15,1
2026-04-03,Payments,German,18,1
2026-04-03,Payments,Italian,14,1
2026-04-03,Payments,Portuguese,3,1
2026-04-03,Payments,Spanish,24,1
2026-04-04,Hospitality,English,61,2
2026-04-04,Hospitality,French,7,1
2026-04-04,Hospitality,German,8,1
2026-04-04,Hospitality,Italian,6,1
2026-04-04,Hospitality,Portuguese,2,1
2026-04-04,Hospitality,Spanish,11,1
2026-04-04,Partners,English,23,1
2026-04-04,Partners,French,3,1
2026-04-04,Partners,German,3,1
2026-04-04,Partners,Italian,2,1
2026-04-04,Partners,Portuguese,1,1
2026-04-04,Partners,Spanish,4,1
2026-04-04,Payments,English,91,3
2026-04-04,Payments,French,11,1
2026-04-04,Payments,German,12,1
2026-04-04,Payments,Italian,9,1
2026-04-04,Payments,Portuguese,2,1
2026-04-04,Payments,Spanish,16,1
2026-04-05,Hospitality,English,75,3
2026-04-05,Hospitality,French,9,1
2026-04-05,Hospitality,German,10,1
2026-04-05,Hospitality,Italian,8,1
2026-04-05,Hospitality,Portuguese,2,1
2026-04-05,Hospitality,Spanish,13,1
2026-04-05,Partners,English,8,1
2026-04-05,Partners,French,1,1
2026-04-05,Partners,German,1,1
2026-04-05,Partners,Italian,1,1
2026-04-05,Partners,Portuguese,0,0
2026-04-05,Partners,Spanish,2,1
2026-04-05,Payments,English,53,2
2026-04-05,Payments,French,6,1
2026-04-05,Payments,German,7,1
2026-04-05,Payments,Italian,6,1
2026-04-05,Payments,Portuguese,1,1
2026-04-05,Payments,Spanish,10,1
2026-04-06,Hospitality,English,265,10
2026-04-06,Hospitality,French,31,1
2026-04-06,Hospitality,German,35,2
2026-04-06,Hospitality,Italian,27,1
2026-04-06,Hospitality,Portuguese,7,1
2026-04-06,Hospitality,Spanish,47,2
2026-04-06,Partners,English,46,2
2026-04-06,Partners,French,5,1
2026-04-06,Partners,German,6,1
2026-04-06,Partners,Italian,5,1
2026-04-06,Partners,Portuguese,1,1
2026-04-06,Partners,Spanish,8,1
2026-04-06,Payments,English,297,11
2026-04-06,Payments,French,34,2
2026-04-06,Payments,German,40,2
2026-04-06,Payments,Italian,31,1
2026-04-06,Payments,Portuguese,7,1
2026-04-06,Payments,Spanish,52,2
2026-04-07,Hospitality,English,377,14
2026-04-07,Hospitality,French,43,2
2026-04-07,Hospitality,German,50,2
2026-04-07,Hospitality,Italian,39,2
2026-04-07,Hospitality,Portuguese,10,1
2026-04-07,Hospitality,Spanish,67,2
2026-04-07,Partners,English,44,2
2026-04-07,Partners,French,5,1
2026-04-07,Partners,German,6,1
2026-04-07,Partners,Italian,4,1
2026-04-07,Partners,Portuguese,1,1
2026-04-07,Partners,Spanish,8,1
2026-04-07,Payments,English,320,11
2026-04-07,Payments,French,37,2
2026-04-07,Payments,German,43,2
2026-04-07,Payments,Italian,33,1
2026-04-07,Payments,Portuguese,8,1
2026-04-07,Payments,Spanish,57,2
2026-04-08,Hospitality,English,207,7
2026-04-08,Hospitality,French,24,1
2026-04-08,Hospitality,German,28,1
2026-04-08,Hospitality,Italian,21,1
2026-04-08,Hospitality,Portuguese,5,1
2026-04-08,Hospitality,Spanish,36,2
2026-04-08,Partners,English,27,1
2026-04-08,Partners,French,3,1
2026-04-08,Partners,German,3,1
2026-04-08,Partners,Italian,3,1
2026-04-08,Partners,Portuguese,1,1
2026-04-08,Partners,Spanish,5,1
2026-04-08,Payments,English,342,13
2026-04-08,Payments,French,39,2
2026-04-08,Payments,German,46,2
2026-04-08,Payments,Italian,35,2
2026-04-08,Payments,Portuguese,9,1
2026-04-08,Payments,Spanish,60,2
2026-04-09,Hospitality,English,230,9
2026-04-09,Hospitality,French,26,1
2026-04-09,Hospitality,German,31,1
2026-04-09,Hospitality,Italian,24,1
2026-04-09,Hospitality,Portuguese,6,1
2026-04-09,Hospitality,Spanish,41,2
2026-04-09,Partners,English,39,2
2026-04-09,Partners,French,4,1
2026-04-09,Partners,German,5,1
2026-04-09,Partners,Italian,4,1
2026-04-09,Partners,Portuguese,1,1
2026-04-09,Partners,Spanish,7,1
2026-04-09,Payments,English,336,13
2026-04-09,Payments,French,39,2
2026-04-09,Payments,German,45,2
2026-04-09,Payments,Italian,35,2
2026-04-09,Payments,Portuguese,8,1
2026-04-09,Payments,Spanish,59,2
2026-04-10,Hospitality,English,226,9
2026-04-10,Hospitality,French,26,1
2026-04-10,Hospitality,German,30,1
2026-04-10,Hospitality,Italian,23,1
2026-04-10,Hospitality,Portuguese,6,1
2026-04-10,Hospitality,Spanish,40,2
2026-04-10,Partners,English,51,2
2026-04-10,Partners,French,6,1
2026-04-10,Partners,German,7,1
2026-04-10,Partners,Italian,5,1
2026-04-10,Partners,Portuguese,1,1
2026-04-10,Partners,Spanish,9,1
2026-04-10,Payments,English,311,11
2026-04-10,Payments,French,36,2
2026-04-10,Payments,German,42,2
2026-04-10,Payments,Italian,32,1
2026-04-10,Payments,Portuguese,8,1
2026-04-10,Payments,Spanish,55,2
2026-04-11,Hospitality,English,61,2
2026-04-11,Hospitality,French,7,1
2026-04-11,Hospitality,German,8,1
2026-04-11,Hospitality,Italian,6,1
2026-04-11,Hospitality,Portuguese,2,1
2026-04-11,Hospitality,Spanish,11,1
2026-04-11,Partners,English,23,1
2026-04-11,Partners,French,3,1
2026-04-11,Partners,German,3,1
2026-04-11,Partners,Italian,2,1
2026-04-11,Partners,Portuguese,1,1
2026-04-11,Partners,Spanish,4,1
2026-04-11,Payments,English,103,3
2026-04-11,Payments,French,12,1
2026-04-11,Payments,German,14,1
2026-04-11,Payments,Italian,11,1
2026-04-11,Payments,Portuguese,3,1
2026-04-11,Payments,Spanish,18,1
2026-04-12,Hospitality,English,75,3
2026-04-12,Hospitality,French,9,1
2026-04-12,Hospitality,German,10,1
2026-04-12,Hospitality,Italian,8,1
2026-04-12,Hospitality,Portuguese,2,1
2026-04-12,Hospitality,Spanish,13,1
2026-04-12,Partners,English,8,1
2026-04-12,Partners,French,1,1
2026-04-12,Partners,German,1,1
2026-04-12,Partners,Italian,1,1
2026-04-12,Partners,Portuguese,0,0
2026-04-12,Partners,Spanish,2,1
2026-04-12,Payments,English,70,2
2026-04-12,Payments,French,8,1
2026-04-12,Payments,German,10,1
2026-04-12,Payments,Italian,7,1
2026-04-12,Payments,Portuguese,2,1
2026-04-12,Payments,Spanish,12,1
2026-04-13,Hospitality,English,265,10
2026-04-13,Hospitality,French,31,1
2026-04-13,Hospitality,German,35,2
2026-04-13,Hospitality,Italian,27,1
2026-04-13,Hospitality,Portuguese,7,1
2026-04-13,Hospitality,Spanish,47,2
2026-04-13,Partners,English,46,2
2026-04-13,Partners,French,5,1
2026-04-13,Partners,German,6,1
2026-04-13,Partners,Italian,5,1
2026-04-13,Partners,Portuguese,1,1
2026-04-13,Partners,Spanish,8,1
2026-04-13,Payments,English,333,13
2026-04-13,Payments,French,38,2
2026-04-13,Payments,German,45,2
2026-04-13,Payments,Italian,35,2
2026-04-13,Payments,Portuguese,8,1
2026-04-13,Payments,Spanish,59,2
2026-04-14,Hospitality,English,377,14
2026-04-14,Hospitality,French,43,2
2026-04-14,Hospitality,German,50,2
2026-04-14,Hospitality,Italian,39,2
2026-04-14,Hospitality,Portuguese,10,1
2026-04-14,Hospitality,Spanish,67,2
2026-04-14,Partners,English,44,2
2026-04-14,Partners,French,5,1
2026-04-14,Partners,German,6,1
2026-04-14,Partners,Italian,4,1
2026-04-14,Partners,Portuguese,1,1
2026-04-14,Partners,Spanish,8,1
2026-04-14,Payments,English,356,13
2026-04-14,Payments,French,41,2
2026-04-14,Payments,German,48,2
2026-04-14,Payments,Italian,37,2
2026-04-14,Payments,Portuguese,9,1
2026-04-14,Payments,Spanish,63,2
2026-04-15,Hospitality,English,207,7
2026-04-15,Hospitality,French,24,1
2026-04-15,Hospitality,German,28,1
2026-04-15,Hospitality,Italian,21,1
2026-04-15,Hospitality,Portuguese,5,1
2026-04-15,Hospitality,Spanish,36,2
2026-04-15,Partners,English,27,1
2026-04-15,Partners,French,3,1
2026-04-15,Partners,German,3,1
2026-04-15,Partners,Italian,3,1
2026-04-15,Partners,Portuguese,1,1
2026-04-15,Partners,Spanish,5,1
2026-04-15,Payments,English,376,14
2026-04-15,Payments,French,43,2
2026-04-15,Payments,German,50,2
2026-04-15,Payments,Italian,39,2
2026-04-15,Payments,Portuguese,10,1
2026-04-15,Payments,Spanish,66,2
2026-04-16,Hospitality,English,230,9
2026-04-16,Hospitality,French,26,1
2026-04-16,Hospitality,German,31,1
2026-04-16,Hospitality,Italian,24,1
2026-04-16,Hospitality,Portuguese,6,1
2026-04-16,Hospitality,Spanish,41,2
2026-04-16,Partners,English,39,2
2026-04-16,Partners,French,4,1
2026-04-16,Partners,German,5,1
2026-04-16,Partners,Italian,4,1
2026-04-16,Partners,Portuguese,1,1
2026-04-16,Partners,Spanish,7,1
2026-04-16,Payments,English,366,14
2026-04-16,Payments,French,42,2
2026-04-16,Payments,German,49,2
2026-04-16,Payments,Italian,38,2
2026-04-16,Payments,Portuguese,9,1
2026-04-16,Payments,Spanish,64,2
2026-04-17,Hospitality,English,226,9
2026-04-17,Hospitality,French,26,1
2026-04-17,Hospitality,German,30,1
2026-04-17,Hospitality,Italian,23,1
2026-04-17,Hospitality,Portuguese,6,1
2026-04-17,Hospitality,Spanish,40,2
2026-04-17,Partners,English,51,2
2026-04-17,Partners,French,6,1
2026-04-17,Partners,German,7,1
2026-04-17,Partners,Italian,5,1
2026-04-17,Partners,Portuguese,1,1
2026-04-17,Partners,Spanish,9,1
2026-04-17,Payments,English,335,13
2026-04-17,Payments,French,38,2
2026-04-17,Payments,German,45,2
2026-04-17,Payments,Italian,35,2
2026-04-17,Payments,Portuguese,8,1
2026-04-17,Payments,Spanish,59,2
2026-04-18,Hospitality,English,61,2
2026-04-18,Hospitality,French,7,1
2026-04-18,Hospitality,German,8,1
2026-04-18,Hospitality,Italian,6,1
2026-04-18,Hospitality,Portuguese,2,1
2026-04-18,Hospitality,Spanish,11,1
2026-04-18,Partners,English,23,1
2026-04-18,Partners,French,3,1
2026-04-18,Partners,German,3,1
2026-04-18,Partners,Italian,2,1
2026-04-18,Partners,Portuguese,1,1
2026-04-18,Partners,Spanish,4,1
2026-04-18,Payments,English,109,5
2026-04-18,Payments,French,13,1
2026-04-18,Payments,German,15,1
2026-04-18,Payments,Italian,11,1
2026-04-18,Payments,Portuguese,3,1
2026-04-18,Payments,Spanish,19,1
2026-04-19,Hospitality,English,75,3
2026-04-19,Hospitality,French,9,1
2026-04-19,Hospitality,German,10,1
2026-04-19,Hospitality,Italian,8,1
2026-04-19,Hospitality,Portuguese,2,1
2026-04-19,Hospitality,Spanish,13,1
2026-04-19,Partners,English,8,1
2026-04-19,Partners,French,1,1
2026-04-19,Partners,German,1,1
2026-04-19,Partners,Italian,1,1
2026-04-19,Partners,Portuguese,0,0
2026-04-19,Partners,Spanish,2,1
2026-04-19,Payments,English,73,3
2026-04-19,Payments,French,8,1
2026-04-19,Payments,German,10,1
2026-04-19,Payments,Italian,8,1
2026-04-19,Payments,Portuguese,2,1
2026-04-19,Payments,Spanish,13,1
2026-04-20,Hospitality,English,265,10
2026-04-20,Hospitality,French,31,1
2026-04-20,Hospitality,German,35,2
2026-04-20,Hospitality,Italian,27,1
2026-04-20,Hospitality,Portuguese,7,1
2026-04-20,Hospitality,Spanish,47,2
2026-04-20,Partners,English,46,2
2026-04-20,Partners,French,5,1
2026-04-20,Partners,German,6,1
2026-04-20,Partners,Italian,5,1
2026-04-20,Partners,Portuguese,1,1
2026-04-20,Partners,Spanish,8,1
2026-04-20,Payments,English,345,13
2026-04-20,Payments,French,40,2
2026-04-20,Payments,German,46,2
2026-04-20,Payments,Italian,36,2
2026-04-20,Payments,Portuguese,9,1
2026-04-20,Payments,Spanish,61,2
2026-04-21,Hospitality,English,377,14
2026-04-21,Hospitality,French,43,2
2026-04-21,Hospitality,German,50,2
2026-04-21,Hospitality,Italian,39,2
2026-04-21,Hospitality,Portuguese,10,1
2026-04-21,Hospitality,Spanish,67,2
2026-04-21,Partners,English,44,2
2026-04-21,Partners,French,5,1
2026-04-21,Partners,German,6,1
2026-04-21,Partners,Italian,4,1
2026-04-21,Partners,Portuguese,1,1
2026-04-21,Partners,Spanish,8,1
2026-04-21,Payments,English,366,14
2026-04-21,Payments,French,42,2
2026-04-21,Payments,German,49,2
2026-04-21,Payments,Italian,38,2
2026-04-21,Payments,Portuguese,9,1
2026-04-21,Payments,Spanish,64,2
2026-04-22,Hospitality,English,207,7
2026-04-22,Hospitality,French,24,1
2026-04-22,Hospitality,German,28,1
2026-04-22,Hospitality,Italian,21,1
2026-04-22,Hospitality,Portuguese,5,1
2026-04-22,Hospitality,Spanish,36,2
2026-04-22,Partners,English,27,1
2026-04-22,Partners,French,3,1
2026-04-22,Partners,German,3,1
2026-04-22,Partners,Italian,3,1
2026-04-22,Partners,Portuguese,1,1
2026-04-22,Partners,Spanish,5,1
2026-04-22,Payments,English,382,14
2026-04-22,Payments,French,44,2
2026-04-22,Payments,German,51,2
2026-04-22,Payments,Italian,39,2
2026-04-22,Payments,Portuguese,10,1
2026-04-22,Payments,Spanish,67,2
2026-04-23,Hospitality,English,230,9
2026-04-23,Hospitality,French,26,1
2026-04-23,Hospitality,German,31,1
2026-04-23,Hospitality,Italian,24,1
2026-04-23,Hospitality,Portuguese,6,1
2026-04-23,Hospitality,Spanish,41,2
2026-04-23,Partners,English,39,2
2026-04-23,Partners,French,4,1
2026-04-23,Partners,German,5,1
2026-04-23,Partners,Italian,4,1
2026-04-23,Partners,Portuguese,1,1
2026-04-23,Partners,Spanish,7,1
2026-04-23,Payments,English,368,14
2026-04-23,Payments,French,43,2
2026-04-23,Payments,German,49,2
2026-04-23,Payments,Italian,38,2
2026-04-23,Payments,Portuguese,9,1
2026-04-23,Payments,Spanish,65,2
2026-04-24,Hospitality,English,226,9
2026-04-24,Hospitality,French,26,1
2026-04-24,Hospitality,German,30,1
2026-04-24,Hospitality,Italian,23,1
2026-04-24,Hospitality,Portuguese,6,1
2026-04-24,Hospitality,Spanish,40,2
2026-04-24,Partners,English,51,2
2026-04-24,Partners,French,6,1
2026-04-24,Partners,German,7,1
2026-04-24,Partners,Italian,5,1
2026-04-24,Partners,Portuguese,1,1
2026-04-24,Partners,Spanish,9,1
2026-04-24,Payments,English,335,13
2026-04-24,Payments,French,39,2
2026-04-24,Payments,German,45,2
2026-04-24,Payments,Italian,35,2
2026-04-24,Payments,Portuguese,8,1
2026-04-24,Payments,Spanish,59,2
2026-04-25,Hospitality,English,61,2
2026-04-25,Hospitality,French,7,1
2026-04-25,Hospitality,German,8,1
2026-04-25,Hospitality,Italian,6,1
2026-04-25,Hospitality,Portuguese,2,1
2026-04-25,Hospitality,Spanish,11,1
2026-04-25,Partners,English,23,1
2026-04-25,Partners,French,3,1
2026-04-25,Partners,German,3,1
2026-04-25,Partners,Italian,2,1
2026-04-25,Partners,Portuguese,1,1
2026-04-25,Partners,Spanish,4,1
2026-04-25,Payments,English,99,3
2026-04-25,Payments,French,11,1
2026-04-25,Payments,German,13,1
2026-04-25,Payments,Italian,10,1
2026-04-25,Payments,Portuguese,3,1
2026-04-25,Payments,Spanish,17,1
2026-04-26,Hospitality,English,75,3
2026-04-26,Hospitality,French,9,1
2026-04-26,Hospitality,German,10,1
2026-04-26,Hospitality,Italian,8,1
2026-04-26,Hospitality,Portuguese,2,1
2026-04-26,Hospitality,Spanish,13,1
2026-04-26,Partners,English,8,1
2026-04-26,Partners,French,1,1
2026-04-26,Partners,German,1,1
2026-04-26,Partners,Italian,1,1
2026-04-26,Partners,Portuguese,0,0
2026-04-26,Partners,Spanish,2,1
2026-04-26,Payments,English,73,3
2026-04-26,Payments,French,8,1
2026-04-26,Payments,German,10,1
2026-04-26,Payments,Italian,7,1
2026-04-26,Payments,Portuguese,2,1
2026-04-26,Payments,Spanish,13,1
2026-04-27,Hospitality,English,265,10
2026-04-27,Hospitality,French,31,1
2026-04-27,Hospitality,German,35,2
2026-04-27,Hospitality,Italian,27,1
2026-04-27,Hospitality,Portuguese,7,1
2026-04-27,Hospitality,Spanish,47,2
2026-04-27,Partners,English,46,2
2026-04-27,Partners,French,5,1
2026-04-27,Partners,German,6,1
2026-04-27,Partners,Italian,5,1
2026-04-27,Partners,Portuguese,1,1
2026-04-27,Partners,Spanish,8,1
2026-04-27,Payments,English,342,13
2026-04-27,Payments,French,39,2
2026-04-27,Payments,German,46,2
2026-04-27,Payments,Italian,35,2
2026-04-27,Payments,Portuguese,9,1
2026-04-27,Payments,Spanish,60,2
2026-04-28,Hospitality,English,377,14
2026-04-28,Hospitality,French,43,2
2026-04-28,Hospitality,German,50,2
2026-04-28,Hospitality,Italian,39,2
2026-04-28,Hospitality,Portuguese,10,1
2026-04-28,Hospitality,Spanish,67,2
2026-04-28,Partners,English,44,2
2026-04-28,Partners,French,5,1
2026-04-28,Partners,German,6,1
2026-04-28,Partners,Italian,4,1
2026-04-28,Partners,Portuguese,1,1
2026-04-28,Partners,Spanish,8,1
2026-04-28,Payments,English,362,14
2026-04-28,Payments,French,42,2
2026-04-28,Payments,German,48,2
2026-04-28,Payments,Italian,37,2
2026-04-28,Payments,Portuguese,9,1
2026-04-28,Payments,Spanish,64,2
2026-04-29,Hospitality,English,207,7
2026-04-29,Hospitality,French,24,1
2026-04-29,Hospitality,German,28,1
2026-04-29,Hospitality,Italian,21,1
2026-04-29,Hospitality,Portuguese,5,1
2026-04-29,Hospitality,Spanish,36,2
2026-04-29,Partners,English,27,1
2026-04-29,Partners,French,3,1
2026-04-29,Partners,German,3,1
2026-04-29,Partners,Italian,3,1
2026-04-29,Partners,Portuguese,1,1
2026-04-29,Partners,Spanish,5,1
2026-04-29,Payments,English,378,14
2026-04-29,Payments,French,44,2
2026-04-29,Payments,German,51,2
2026-04-29,Payments,Italian,39,2
2026-04-29,Payments,Portuguese,9,1
2026-04-29,Payments,Spanish,67,2
2026-04-30,Hospitality,English,230,9
2026-04-30,Hospitality,French,26,1
2026-04-30,Hospitality,German,31,1
2026-04-30,Hospitality,Italian,24,1
2026-04-30,Hospitality,Portuguese,6,1
2026-04-30,Hospitality,Spanish,41,2
2026-04-30,Partners,English,39,2
2026-04-30,Partners,French,4,1
2026-04-30,Partners,German,5,1
2026-04-30,Partners,Italian,4,1
2026-04-30,Partners,Portuguese,1,1
2026-04-30,Partners,Spanish,7,1
2026-04-30,Payments,English,432,16
2026-04-30,Payments,French,50,2
2026-04-30,Payments,German,58,2
2026-04-30,Payments,Italian,45,2
2026-04-30,Payments,Portuguese,11,1
2026-04-30,Payments,Spanish,76,3
2026-05-01,Hospitality,English,226,9
2026-05-01,Hospitality,French,26,1
2026-05-01,Hospitality,German,30,1
2026-05-01,Hospitality,Italian,23,1
2026-05-01,Hospitality,Portuguese,6,1
2026-05-01,Hospitality,Spanish,40,2
2026-05-01,Partners,English,51,2
2026-05-01,Partners,French,6,1
2026-05-01,Partners,German,7,1
2026-05-01,Partners,Italian,5,1
2026-05-01,Partners,Portuguese,1,1
2026-05-01,Partners,Spanish,9,1
2026-05-01,Payments,English,173,6
2026-05-01,Payments,French,20,1
2026-05-01,Payments,German,23,1
2026-05-01,Payments,Italian,18,1
2026-05-01,Payments,Portuguese,4,1
2026-05-01,Payments,Spanish,30,1
2026-05-02,Hospitality,English,61,2
2026-05-02,Hospitality,French,7,1
2026-05-02,Hospitality,German,8,1
2026-05-02,Hospitality,Italian,6,1
2026-05-02,Hospitality,Portuguese,2,1
2026-05-02,Hospitality,Spanish,11,1
2026-05-02,Partners,English,23,1
2026-05-02,Partners,French,3,1
2026-05-02,Partners,German,3,1
2026-05-02,Partners,Italian,2,1
2026-05-02,Partners,Portuguese,1,1
2026-05-02,Partners,Spanish,4,1
2026-05-02,Payments,English,109,5
2026-05-02,Payments,French,13,1
2026-05-02,Payments,German,15,1
2026-05-02,Payments,Italian,11,1
2026-05-02,Payments,Portuguese,3,1
2026-05-02,Payments,Spanish,19,1
2026-05-03,Hospitality,English,75,3
2026-05-03,Hospitality,French,9,1
2026-05-03,Hospitality,German,10,1
2026-05-03,Hospitality,Italian,8,1
2026-05-03,Hospitality,Portuguese,2,1
2026-05-03,Hospitality,Spanish,13,1
2026-05-03,Partners,English,8,1
2026-05-03,Partners,French,1,1
2026-05-03,Partners,German,1,1
2026-05-03,Partners,Italian,1,1
2026-05-03,Partners,Portuguese,0,0
2026-05-03,Partners,Spanish,2,1
2026-05-03,Payments,English,73,3
2026-05-03,Payments,French,8,1
2026-05-03,Payments,German,10,1
2026-05-03,Payments,Italian,8,1
2026-05-03,Payments,Portuguese,2,1
2026-05-03,Payments,Spanish,13,1
2026-05-04,Hospitality,English,265,10
2026-05-04,Hospitality,French,31,1
2026-05-04,Hospitality,German,35,2
2026-05-04,Hospitality,Italian,27,1
2026-05-04,Hospitality,Portuguese,7,1
2026-05-04,Hospitality,Spanish,47,2
2026-05-04,Partners,English,46,2
2026-05-04,Partners,French,5,1
2026-05-04,Partners,German,6,1
2026-05-04,Partners,Italian,5,1
2026-05-04,Partners,Portuguese,1,1
2026-05-04,Partners,Spanish,8,1
2026-05-04,Payments,English,346,13
2026-05-04,Payments,French,40,2
2026-05-04,Payments,German,46,2
2026-05-04,Payments,Italian,36,2
2026-05-04,Payments,Portuguese,9,1
2026-05-04,Payments,Spanish,61,2
2026-05-05,Hospitality,English,377,14
2026-05-05,Hospitality,French,43,2
2026-05-05,Hospitality,German,50,2
2026-05-05,Hospitality,Italian,39,2
2026-05-05,Hospitality,Portuguese,10,1
2026-05-05,Hospitality,Spanish,67,2
2026-05-05,Partners,English,44,2
2026-05-05,Partners,French,5,1
2026-05-05,Partners,German,6,1
2026-05-05,Partners,Italian,4,1
2026-05-05,Partners,Portuguese,1,1
2026-05-05,Partners,Spanish,8,1
2026-05-05,Payments,English,369,14
2026-05-05,Payments,French,43,2
2026-05-05,Payments,German,49,2
2026-05-05,Payments,Italian,38,2
2026-05-05,Payments,Portuguese,9,1
2026-05-05,Payments,Spanish,65,2
2026-05-06,Hospitality,English,207,7
2026-05-06,Hospitality,French,24,1
2026-05-06,Hospitality,German,28,1
2026-05-06,Hospitality,Italian,21,1
2026-05-06,Hospitality,Portuguese,5,1
2026-05-06,Hospitality,Spanish,36,2
2026-05-06,Partners,English,27,1
2026-05-06,Partners,French,3,1
2026-05-06,Partners,German,3,1
2026-05-06,Partners,Italian,3,1
2026-05-06,Partners,Portuguese,1,1
2026-05-06,Partners,Spanish,5,1
2026-05-06,Payments,English,387,14
2026-05-06,Payments,French,45,2
2026-05-06,Payments,German,52,2
2026-05-06,Payments,Italian,40,2
2026-05-06,Payments,Portuguese,10,1
2026-05-06,Payments,Spanish,68,2
2026-05-07,Hospitality,English,230,9
2026-05-07,Hospitality,French,26,1
2026-05-07,Hospitality,German,31,1
2026-05-07,Hospitality,Italian,24,1
2026-05-07,Hospitality,Portuguese,6,1
2026-05-07,Hospitality,Spanish,41,2
2026-05-07,Partners,English,39,2
2026-05-07,Partners,French,4,1
2026-05-07,Partners,German,5,1
2026-05-07,Partners,Italian,4,1
2026-05-07,Partners,Portuguese,1,1
2026-05-07,Partners,Spanish,7,1
2026-05-07,Payments,English,377,14
2026-05-07,Payments,French,43,2
2026-05-07,Payments,German,50,2
2026-05-07,Payments,Italian,39,2
2026-05-07,Payments,Portuguese,10,1
2026-05-07,Payments,Spanish,66,2
2026-05-08,Hospitality,English,226,9
2026-05-08,Hospitality,French,26,1
2026-05-08,Hospitality,German,30,1
2026-05-08,Hospitality,Italian,23,1
2026-05-08,Hospitality,Portuguese,6,1
2026-05-08,Hospitality,Spanish,40,2
2026-05-08,Partners,English,51,2
2026-05-08,Partners,French,6,1
2026-05-08,Partners,German,7,1
2026-05-08,Partners,Italian,5,1
2026-05-08,Partners,Portuguese,1,1
2026-05-08,Partners,Spanish,9,1
2026-05-08,Payments,English,345,13
2026-05-08,Payments,French,40,2
2026-05-08,Payments,German,46,2
2026-05-08,Payments,Italian,36,2
2026-05-08,Payments,Portuguese,8,1
2026-05-08,Payments,Spanish,61,2
2026-05-09,Hospitality,English,61,2
2026-05-09,Hospitality,French,7,1
2026-05-09,Hospitality,German,8,1
2026-05-09,Hospitality,Italian,6,1
2026-05-09,Hospitality,Portuguese,2,1
2026-05-09,Hospitality,Spanish,11,1
2026-05-09,Partners,English,23,1
2026-05-09,Partners,French,3,1
2026-05-09,Partners,German,3,1
2026-05-09,Partners,Italian,2,1
2026-05-09,Partners,Portuguese,1,1
2026-05-09,Partners,Spanish,4,1
2026-05-09,Payments,English,113,5
2026-05-09,Payments,French,13,1
2026-05-09,Payments,German,15,1
2026-05-09,Payments,Italian,12,1
2026-05-09,Payments,Portuguese,3,1
2026-05-09,Payments,Spanish,20,1
2026-05-10,Hospitality,English,75,3
2026-05-10,Hospitality,French,9,1
2026-05-10,Hospitality,German,10,1
2026-05-10,Hospitality,Italian,8,1
2026-05-10,Hospitality,Portuguese,2,1
2026-05-10,Hospitality,Spanish,13,1
2026-05-10,Partners,English,8,1
2026-05-10,Partners,French,1,1
2026-05-10,Partners,German,1,1
2026-05-10,Partners,Italian,1,1
2026-05-10,Partners,Portuguese,0,0
2026-05-10,Partners,Spanish,2,1
2026-05-10,Payments,English,76,3
2026-05-10,Payments,French,9,1
2026-05-10,Payments,German,10,1
2026-05-10,Payments,Italian,8,1
2026-05-10,Payments,Portuguese,2,1
2026-05-10,Payments,Spanish,13,1
2026-05-11,Hospitality,English,265,10
2026-05-11,Hospitality,French,31,1
2026-05-11,Hospitality,German,35,2
2026-05-11,Hospitality,Italian,27,1
2026-05-11,Hospitality,Portuguese,7,1
2026-05-11,Hospitality,Spanish,47,2
2026-05-11,Partners,English,46,2
2026-05-11,Partners,French,5,1
2026-05-11,Partners,German,6,1
2026-05-11,Partners,Italian,5,1
2026-05-11,Partners,Portuguese,1,1
2026-05-11,Partners,Spanish,8,1
2026-05-11,Payments,English,359,14
2026-05-11,Payments,French,42,2
2026-05-11,Payments,German,48,2
2026-05-11,Payments,Italian,37,2
2026-05-11,Payments,Portuguese,9,1
2026-05-11,Payments,Spanish,63,2
2026-05-12,Hospitality,English,377,14
2026-05-12,Hospitality,French,43,2
2026-05-12,Hospitality,German,50,2
2026-05-12,Hospitality,Italian,39,2
2026-05-12,Hospitality,Portuguese,10,1
2026-05-12,Hospitality,Spanish,67,2
2026-05-12,Partners,English,44,2
2026-05-12,Partners,French,5,1
2026-05-12,Partners,German,6,1
2026-05-12,Partners,Italian,4,1
2026-05-12,Partners,Portuguese,1,1
2026-05-12,Partners,Spanish,8,1
2026-05-12,Payments,English,381,14
2026-05-12,Payments,French,44,2
2026-05-12,Payments,German,51,2
2026-05-12,Payments,Italian,39,2
2026-05-12,Payments,Portuguese,10,1
2026-05-12,Payments,Spanish,67,2
2026-05-13,Hospitality,English,207,7
2026-05-13,Hospitality,French,24,1
2026-05-13,Hospitality,German,28,1
2026-05-13,Hospitality,Italian,21,1
2026-05-13,Hospitality,Portuguese,5,1
2026-05-13,Hospitality,Spanish,36,2
2026-05-13,Partners,English,27,1
2026-05-13,Partners,French,3,1
